,date,rate,comment,result
3811,2024-04-05,4.2,MOTA車買取に連絡する前にビックモーターで買取査定をしに行っていたので話は早かった。売却する車とは別の車をビックモーターさんで買っていたので、その時の担当営業と直接交渉し売却。その後の手続き振込みなども早く対応も良かった。近所にビックモーターがあるから売却した理由も一理あります。,1
3794,2024-04-05,4.5,2社様同時に査定していただきました。査定金額がエス・アールさんの方が高く、ファーストコンタクトからの対応といい進め方も客側に寄り添った大変満足な対応でした。本当にありがとうございました。この度はお取引ありがとうございました。当社はお客様に寄り添った対応を日頃から心がけております。お褒めの言葉ありがとうございます。今後もなにかございましたらお気軽にご相談くださいませ。,1
3813,2024-04-05,5.0,すぐに査定に来て下さりスムーズでした。走行距離は少なかったものの、マニュアルの軽自動車だったので、金額は期待していなかったのですが、むしろ希少だったようで期待以上のお値段(査定上限額より高かったです！)で買い取ってくださいました。車の写真を撮る時に車番を隠して撮ったり、担当者の方が丁寧な対応で安心感がありました。とても良かったです。,1
3832,2024-04-05,5.0,ご無理を聞いていただきありがとうございました,1
3833,2024-04-05,4.3,当初の査定額は他社に比べ非常に低かったが、実際に見ていただき、当初査定額より大幅に上げていただいた。,0
3834,2024-04-05,5.0,初めてオンラインでの査定をしていただき、案内も非常に丁寧だった。希望額に近くする上での策を考えていただき、社内のセリにかけていただき、セリもリアルタイムで見せていただき、結果的に当初の査定額以上となり大変満足しています。ありがとうございました。今後、購入するときもガリバーさんで探そうかなと思います。,1
3835,2024-04-05,0.7,査定額幅の下限345より大幅に低い金額だった。1年前の査定額を基準に話を進められ、なぜ１年前に売却しなかったのかと経緯を問い詰められた。店長からの指示らしいが、1年前に話をしているし、今回と関係ないと思う。挙げの果て、MOTAに提示した金額は何かの間違えとまで言われた。最終的に330を提示してきたが、最初は300と言われた。非常に残念な対応でした。,0
3837,2024-04-05,3.7,今回査定をお願いした3社の中で、金額を明確にしてくれたのは、ビッグモーターさんだけでしたので、潔いと感じました。営業の方も経験が少ない中で、一生懸命さが感じられました。,0
3838,2024-04-05,3.3,電話対応はきちんとしていて不満はありませんでした。ただ、電話だけの査定で売却を決めなければならないため、後で査定価格が変わるのでは無いかと言う不安があり、お断りしました。直接自分で持ち込まなければならない事も、慣れない道を運転する不安がありました。この度は口コミをしていただき誠にありがとうございました。この度はお力になれず申し訳ありませんでした。またお車の売買の機会がございましたら宜しくお願い致します。,0
3831,2024-04-05,5.0,連絡が早く、査定も短時間でした。担当の方は気さくで正直ベースの会話で信頼できる方です。よく聞く買取店でないので不安になるかもしれませんが信頼できる買取店です。次回もお願いする予定です。この度は、当社を選んでいただきありがとうございました^_^遠方でも頑張って下さい！これからもよろしくお願い致します^_^,1
3839,2024-04-05,4.5,査定価格はネットで提示された価格には届きませんでしたが、その中でも高く査定して頂きました。他社との価格差はそれ程ありませんでしたが、営業の方の誠実さと熱意で決めました。おすすめです。一括査定は初めてでしたが、営業の方の好感度は抜群で、不安無く手続きを進めることが出来ました。また機会があったら、数社比較ではなく直接お願いしたいと思ってます。この度はご契約頂き誠に有難う御座います！今後も一層努力しご満足頂けるように努めて参ります。またの機会が御座いましたら是非とも宜しくお願い致します！,1
3841,2024-04-05,5.0,以前、他店て査定してもらった倍の査定価格で買取って頂き、感謝感激です！また対応もとても素晴らしく、他の方にもお勧め致します。,1
3842,2024-04-05,5.0,連絡の対応はまめで印象が一番よかったです。体面査定した時は一般的な会社でした。良くもなく悪くも無くの買取店でした。,0
3843,2024-04-05,5.0,大手の中古車販売店では無かったですが、ずばーんと来る価格提示を一発目からいただきました。駆け引きなしの提示に一発サインしちゃいました。顔(笑顔)に出ちゃいました。ありがとうございました。,1
3844,2024-04-05,5.0,親切な対応で安心したのですが、査定額がいまいちでした。営業の方は頑張っていたのですが。先日はお車のご査定誠にありがとうございました！なかなか金額面ではお力になれず申し訳ございません。是非またお車のことに関してお力になれる事がございましたらご利用頂ければと思います！,0
3845,2024-04-05,5.0,とても感じのいいNさんに対応して頂きました急に手放す事になり、メンテナンスも手入れもしっかりしていて愛着のある車でしたので他社での査定が低く諦めかけていた時にダメ元でMOTAさんで審査のエントリーをさせて頂きオートベルさんで売却が決まりました。担当さんも丁寧な対応をしてくださり満足です。この度はオートベルをご利用頂きまして誠にありがとうございます。また、大切なお車をお任せいただきましてありがとうございます。弊社では買取だけではなく、お車の販売、メンテナンス、保険、鈑金など幅広く取り扱いがございますので、今後も何かお車の事でお困りごとがあればお気軽にご相談ください。この度はありがとうございました。,1
3812,2024-04-05,4.0,最初の連絡は早く、対応も良く、価格も良かったが、後日連絡をもらう予定だったが5日待ってもなく、こちらから連絡し連絡がなかった事を伝えると連絡したと、、、こちらの電話履歴にはなかったが行き違いがあったのかもしれません。予定の日に連絡があればネクステージさんで売却していたと思います。,0
3840,2024-04-05,5.0,車内点検時にわざわざ靴を脱いで車内確認をなされてました。,1
3830,2024-04-05,5.0,他の業者より査定も高く、非常にありがたかったです！,1
